"word","lazy","hint","formal","usage","keyer"
"marquise","","","m-a-r-k-e-s","",""
"marriage","","","m-a-r-j","",""
"married","","","m-a-r-e-d","",""
"marry","","","m-a-r-e","",""
"marsh","","","m-a-r-sh","",""
"marshal","","","m-a-r-sh","",""
"martial","","","m-a-r-sh","",""
"martyrdom","","","m-a2-t-e-tm","",""
"marvel","","","m-a-r-v","",""
"marvelous","","","m-a-r-v","",""
"Maryland","","","m-d","",""
"masculine","","","m-a-s-k-e-u","",""
"mass","","","m-a-s","",""
"Massachusetts","","","m-a-s","",""
"Massachusetts ","","","m-a","",""
"massacre","","","m-a-s-k-r","",""
"massage","","","m-a-s-a-sh","",""
"masses","","","m-a-ss","",""
"massive","","","m-a-s-v","",""
"master","","","m-a-s","",""
"masterful","","","m-a-s-f","",""
"masterliness","","","m-a-s-e-n-e-s","",""
"masterly","","","m-a-s-e","",""
"masterpiece","","","m-a-s-p-e-s","",""
"masters","","","m-a-s-s","",""
"masterwork","","","m-a-s-r-k","",""
"mastery","","","m-a-s-e","",""
"mastic","","","m-a-s-t-e-k","",""
"masticate","","","m-a-s-t-e-k","",""
"mastiff","","","m-a-s-df","",""
"mat","","","m-a-t","",""
"matador","","","m-a-td-r","",""
"match","","","m-a-ch","",""
"matchless","","","m-a-ch-l","",""
"mate","","","m-a-t","",""
"material","","","m-a-t-e-r","",""
"materiality","","","m-a-t-e-r-/-l","",""
"materially","","","m-a-t-e-r-ya","",""
"maternal","","","m-a-tn-l","",""
"maternally","","","m-a-tn-ye","",""
"maternity","","","m-a-tn-t-e","",""
"mathematician","","","m-a-th-t-sh","",""
"mathematics","","","m-a-th-/-a-s","",""
"matin","","","m-a-tn","",""
"matinee","","","m-a-tn-a","",""
"matrices","","","m-a-t-r-e-ss","",""
"matricide","","","m-a-t-r-s-i","",""
"matriculate","","","m-a-t-r-k-/-u","",""
"matrimony","","","m-a-t-r-e-mn-e","",""
"matter","","","m-a-t","",""
"Matthew","","","m-a-th-e-u","",""
"mattresses","","","m-a-t-r-e-ss","",""
"mature","","","m-a-t-r","",""
"maturity","","","m-a-t-/-r","",""
"mausoleum","","","m-o-s-o-l-e-m","",""
"maverick","","","m-a-v-r-k","",""
"maximum","","","m-a-x-mn","",""
"may","","","m-a","",""
"may be","","","m-a-b","",""
"may be done","","","m-a-b-tn","",""
"maybe","","","m-a-b","",""
"mayhem","","","m-^-h-\-a-m","",""
"mayonnaise","","","m-a-n-a-s","",""
"mayor","","","m-a-r","",""
"maze","","","m-a-s","",""
"mazes","","","m-a-ss","",""
"mazurka","","","m-a-s-e-r-k-a","",""
"me","","","m-e","",""
"meal","","","m-e-l","",""
"meals","","","m-e-l-s","",""
"mean","","","m-e-n","",""
"meanly","","","m-e-n-e","",""
"means","","","m-e-n-s","",""
"meant","","","mn-t","",""
"meantime","","","mn-tm","",""
"meanwhile","","","mn-i2","",""
"measure","","","m-e-sh-u","",""
"measureless","","","m-e-sh-u-l","",""
"measurements","","","m-e-sh-u-m-s","",""
"measures","","","m-e-sh-u-s","",""
"meat","","","m-e-t","",""
"mechanical","","","m-e-k-a-n-/-k","",""
"mechanical condition","","","m-e-k-k-d-sh","",""
"mechanical department","","","m-e-k-/-d","",""
"mechanical engineer","","","m-e2-k-n-j-e2","",""
"mechanical operation","","","m-e-k","",""
"mechanical superintendent","","","m-e-k-/-^-s","",""
"mechanician","","","m-e-k-a-n-sh","",""
"medal","","","m-e-d-l","",""
"meddle","","","m-e-d-l","",""
"meddlesome","","","m-e-d-l-s-m","",""
"medic","","","m-e-d-e-k","",""
"medical","","","m-e-d-/-k","",""
"medicament","","","m-e-d-e-k-m","",""
"medicate","","","m-e-d-e-k","",""
"medicinal","","","m-e-d-e-s","",""
"medicine","","","m-e-d-s-n","",""
"medieval","","","m-e-d-e-v","",""
"mediocre","","","m-e-d-o-k-r","",""
"meditate","","","m-e-td-a-t","",""
"meditation","","","m-e-td-sh","",""
"medium","","","m-e-tm","",""
"meerschaum","","","m-e-r-sh-m","",""
"meet","","","m-e-t","",""
"meetings","","","m-e-t-/-s","",""
"meets","","","m-e-t-s","",""
"melancholy","","","m-e-l-a-n","",""
"Melbourne","","","m-e-l-b","",""
"melifluous","","","m-e-l-e-f","",""
"meliorate","","","m-e-l-r-a","",""
"melodeon","","","m-e-l-o-tn","",""
"melon","","","m-e-l-n","",""
"member","","","mn-b-r","",""
"member ","","","mn-b","",""
"member of the House","","","mnu-s","",""
"members","","","mn-b-r-s","",""
"membership","","","mn-b-r-/-sh","",""
"memento","","","m-e-mn-t-o","",""
"memoranda","","","mn-a","",""
"memorandum","","","mn-o","",""
"memorial","","","mn-o-r-l","",""
"memories","","","mn-r-e-s","",""
"memory","","","mn-r-e","",""
"Memphis","","","mn-f-e-s","",""
"men","","","mn","",""
"menace","","","mn-a-s","",""
"menage","","","mn-a-sh","",""
"mend","","","mn-d","",""
"mendacious","","","mn-d-a-sh","",""
"mendacity","","","mn-d-/-s","",""
"mended","","","mn-td","",""
"menial","","","m-e-n-l","",""
"meningitis","","","mn-e-n-j-i","",""
"men's","","","mn-s","",""
"menstrual","","","mn-s-t-r-l","",""
"menstruate","","","mn-s-t-r-a","",""
"mensuration","","","mn-sh-u-sh","",""
"mensurative","","","mn-sh-u-df","",""
"mental","","","mn-t-l","",""
"-mental","","","/-m","",""
"mentality","","","mn-t-/-l","",""
"-mentality","","","/-m","",""
"mention","","","mn-sh","",""
"mentioned","","","mn-sh-d","",""
"mentor","","","mn-t-r","",""
"menu","","","mn-e-u","",""
"mephitic","","","m-e-f-/-a","",""
"mercantile","","","m-e-r-k-t","",""
"merchandise","","","m-e-ch-d-i-s","",""
"merchant","","","m-e-ch-t","",""
"merciful","","","m-e-r-s2-e2-f","",""
"merciless","","","m-e-r-s2-e2-l","",""
"mercury","","","m-e-r-k-r-e","",""
"mercy","","","m-e-r-s-e","",""
"mere","","","m-e2","",""
"mere fact that","","","m-e-f-th-a","",""
"merely","","","m-e2-e2","",""
"merely ","","","m-e-r-e","",""
"merge","","","m-e-j","",""
"meridian","","","m-e2-d-e2a-n","",""
"merit","","","m-e2-t","",""
"mermaid","","","m-e2-m-a-d","",""
"merriment","","","m-e2-m","",""
"merry","","","m-e-r-e","",""
"mesa","","","m-a-s-a","",""
"message","","","m-e-s-j","",""
"messenger","","","m-e2-s-j-e2","",""
"Messrs.","","","m-ss","",""
"met","","","m-e-t","",""
"metabolism","","","m-e-t-b-l-s-m","",""
"metal","","","m-e-t-l","",""
"metallic","","","m-e-t-l-k","",""
"metamorphose","","","m-e-tm-o-r-f-s","",""
"metamorphosis","","","m-e-tm-o-r-f-ss","",""
"metaphor","","","m-e-t-f-r","",""
"meteor","","","m-e-t-o-r","",""
"meteorite","","","m-e-t-o-r-i","",""
"meter","","","^-m-e","",""
"method","","","m-e-th-d","",""
"meticulous","","","m-e-t-e-k","",""
"metr-","","","^-m-e-/","",""
"metric","","","m-e-/-k","",""
"metronome","","","m-e-t-r-n-o-m","",""
"metropolis","","","m-e-/-p","",""
"metropolitan","","","m-e-/-p-tn","",""
"Mexico","","","m-e-x","",""
"mezzanine","","","m-e-s-n-e-n","",""
"michievous","","","m-s-ch-u-s","",""
"Michigan","","","m-i","",""
"micr-","","","m-i-/","",""
"micro-","","","m-i-k","",""
"microbe","","","m-i-k-r-b","",""
"microorganism","","","m-i-k-r-o-o-g","",""
"microphone","","","m-i-k-r-o-f-n","",""
"microscope","","","m-i-k-r-o-s-k-p","",""
"mid","","","m-e-d","",""
"midday","","","m-e-d-a","",""
"middle","","","m-e-d-l","",""
"midnight","","","m-e-d-n-i","",""
"midst","","","m-e-d-s","",""
"might","","","m-a-t","",""
"mighty","","","m-a-t-e","",""
"migrate","","","m-i-g-r-a","",""
"mild","","","m-i-ld","",""
"mildew","","","m-e-ld-u","",""
"mile","","","m-i2","",""
"militant","","","m-e-l-e-tn","",""
"militarist","","","m-e-l-e-t-/-s-t","",""
"militaristic","","","m-e-l-e-t-/-s-t","",""
"military","","","m-e-l-e-t","",""
"militia","","","m-e-l-e-sh-a","",""
"milk","","","m-e-l-k","",""
"mill","","","m-e-l","",""
"millennium","","","m-e-l-e-n","",""
"milli-","","","m","",""
"milliner","","","m-e2-l-e2-n-e2","",""
"millinery","","","m-e2-l-e2-n-e2-e2","",""
"million","","","m-e-l-n","",""
"million ","","","m","",""
"mills","","","m-e-l-s","",""
"Milwaukee","","","m-e-l","",""
"mimeograph","","","mn-e-/-o","",""
"mimic","","","mn-e-k","",""
"minaret","","","mn-a-r-e-t","",""
"minatory","","","mn-a-t-r-e","",""
"mind","","","m-i-n","",""
"minds","","","m-i-s","",""
"mine","","","m-i-n","",""
"mined","","","m-i-nt","",""
"miner","","","m-i-n-e2","",""
"mineral","","","mn-e-r-l","",""
"mineralogy","","","mn-e-r-/-o2","",""
"miniature","","","mn-ea-t-r","",""
"minimum","","","mn-e-mn","",""
"minister","","","mn-e2-s-t-e2","",""
"ministers","","","mn-e-s-t-ye2","",""
"Minneapolis","","","mn-a-p","",""
"Minnesota","","","mn","",""
"minor","","","m-i-n-e2","",""
"minster","","","mn-s-t-e2","",""
"minstrel","","","mn-s-t-r-e-l","",""
"mint","","","mn-t","",""
"minted","","","mn-td","",""
"minuet","","","mn-u-e-t","",""
"minute","","","mn-e-t","",""
"minutes","","","mn-e-t-s","",""
"miracle","","","m-e-r-/-k","",""
"miraculous","","","m-e-r-a-k","",""
"mirage","","","m-e-r-a-sh","",""
"mirthless","","","m-e-r-th-l","",""
"miscalculate","","","m-s-k-a-l","",""
"miscegenation","","","m-s-e-j-n-sh","",""
"miscellaneous","","","m-s-e-l-a-n","",""
"miscellanist","","","m-s-e-l-a-n-e-s","",""
"mischief","","","m-s-ch","",""
"misdemeanor","","","m-s-tm","",""
"miserable","","","m-s-e-r-b","",""
"misery","","","m-s-e-r-e","",""
"misfortune","","","m-s-f-tn","",""
"misinterpret","","","m-s-n-/-p","",""
"mislaid","","","m-s-l-a-d","",""
"mislike","","","m-s-l-a","",""
"miss","","","m-e-s","",""
"missed","","","m-e-s-t","",""
"missile","","","m-s-e-l","",""
"mission","","","m-e-sh","",""
"missionary","","","m-e-sh-r-e","",""
"Mississippi","","","m-e-ss","",""
"Mississippi ","","","m-s","",""
"Missouri","","","m-o","",""
"misstate","","","m-ss-t","",""
"mistake","","","m-s-t","",""
"mistaken","","","m-s-t","",""
"mistakenly","","","m-s-t-e","",""
"mistletoe","","","m-s-e-l-t-o","",""
"mistreat","","","m-s-t-r-e-t","",""
"mistress","","","m-s-t-r-e-s","",""
"mistrust","","","m-s-t-r-s","",""
"misunderstand","","","m-s-/-s-tn","",""
"misunderstanding","","","m-s-/-s-t-\-h","",""
"misunderstood","","","m-s-/-s-t-u","",""
"misuse","","","m-s2-e-u","",""
"mitigate","","","m-e-t-e-g","",""
"mitt","","","m-e-t","",""
"mitten","","","m-e-tn","",""
"-mity","","","/-mt","",""
"mix","","","m-e-x","",""
"mixed","","","m-e-x-t","",""
"mnemonic","","","n-e-mn-e-k","",""
"moan","","","m-o-n","",""
"mob","","","m-o-b","",""
"mobile","","","m-o-b-l","",""
"moccasin","","","m-o-k-a-s-e-n","",""
"model","","","m-o-d-l","",""
"moderate","","","m-o-d","",""
"moderator","","","m-o-d-/-r","",""
"modern","","","m-o-tn","",""
"modest","","","m-o-d-e-s","",""
"modestly","","","m-o-d-e-s-e","",""
"modesty","","","m-o-d-e-s-e","",""
"modify","","","m-o-df","",""
"modus operandi","","","m-o-d-o-p-r","",""
"Mohammedan","","","m-^-h-\-a-m-tn","",""
"molecular","","","m-o-l-e-k","",""
"molecule","","","m-o-l-e-k","",""
"molt","","","m-o-l-t","",""
"molybdenum","","","m-o-l-e-b-tn-u-m","",""
"moment","","","m-o-m","",""
"moment ago","","","mn-g","",""
"momentary","","","m-o-m-r-e","",""
"momently","","","m-o-m-e","",""
"momentous","","","m-o-m-u-s","",""
"momentum","","","m-o-m-u-m","",""
"m-o-n/k","","","mn-/-k","",""
"monagamous","","","mn-o-g","",""
"monagamy","","","mn-o-g","",""
"monarch","","","mn-a-r-k","",""
"monastery","","","mn-a-s-t-r-e","",""
"monastic","","","mn-/-s-t","",""
"Monday","","","m-u-n","",""
"Monday morning","","","m-u-mn-\-h","",""
"Monday night","","","m-u-n-i","",""
"monetary","","","mn-e-t-r-e","",""
"money","","","mn-e","",""
"moneyed","","","mn-e-d","",""
"monitor","","","mn-e-t-e2","",""
"monocle","","","m-o-n-/-k","",""
"monocle ","","","mn-/-k","",""
"monody","","","mn-o-d-e","",""
"monogram","","","mn-/-g","",""
"monograph","","","mn-/-o","",""
"monolith","","","mn-l-e-th","",""
"monologist","","","mn-/-o-s-t","",""
"monomania","","","mn-o-mn-ea","",""
"monoplane","","","mn-o-p-l-a-n","",""
"monopoly","","","mn-o-p-l-e","",""
"monotone","","","mn-o-t-o-n","",""
"monotonous","","","mn-o-tn-u-s","",""
"monotype","","","mn-o-t-i-p","",""
"monoxide","","","mn-o-s-i-d","",""
"monsoon","","","mn-s-n","",""
"monster","","","mn-s-t-e2","",""
"Montana","","","m-o-nt","",""
"Monterrey","","","mn-t-e-r-e","",""
"Montevideo","","","mn-df","",""
"month","","","mn-th","",""
"monthly","","","mn-th-e","",""
"months","","","mn-th-s","",""
"months ago","","","mn-th-s-g","",""
"Montreal","","","m-o-nt","",""
"monument","","","mn-u-m","",""
"monumental","","","mn-u-/-m","",""
"mood","","","m-u-d","",""
"moon","","","m-u-n","",""
"moral","","","m-o-r-l","",""
"morale","","","m-o-r-a-l","",""
"moratorium","","","m-o-r-a-t-o-r-m","",""
"morbid","","","m-o-b-d","",""
"morbidity","","","m-o-b-td-e","",""
"mordant","","","m-o-r-tn","",""
"more","","","m","",""
"more and more","","","m-m","",""
"more or less","","","m-l-e-s","",""
"more than","","","m-th-n","",""
"moreover","","","^-m-o","",""
"moribund","","","m-o-r-e-b-u-nt","",""
"morning","","","mn-\-h","",""
"mornings","","","mn-/-s","",""
"Morocco","","","m-o-r-o-k","",""
"morphine","","","m-o-f-e-n","",""
"morphology","","","m-o2-f-/-o2","",""
"morsel","","","m-o-s-e-l","",""
"mortal","","","m-o-t-l","",""
"mortality","","","m-o-t-/-l","",""
"mortally","","","m-o-t-ye","",""
"mortar","","","m-o-t-e2","",""
"mortgage","","","m-o-r","",""
"mortgagee","","","m-o-r-e","",""
"mortgagor","","","m-o-r-r","",""
"mortification","","","m-o-t-/-f","",""
"mortify","","","m-o-df","",""
"mortuary","","","m-o-t-r-e","",""
"mosaic","","","m-o-s-a-k","",""
"Moscow","","","m-o-s-k","",""
"most","","","m-o","",""
"mostly","","","m-o-e","",""
"mother","","","m-u-th","",""
"mother-in-law","","","m-u-th-l-o","",""
"motherless","","","m-u-th-l","",""
"motherliness","","","m-u-th-e-n-e-s","",""
"mother-of-pearl","","","m-u-th-p-r-l","",""
"motion","","","m-o-sh","",""
"motionless","","","m-o-sh-l","",""
"motive","","","m-o-df","",""
"motley","","","m-o-t-l-e","",""
"motor","","","m-o-t-e2","",""
"mottle","","","m-o-t-l","",""
"motto","","","m-o-t-o","",""
"mound","","","mn-d","",""
"mount","","","mn-t","",""
"mountain","","","mn-tn","",""
"mountaineer","","","mn-tn-r","",""
"mountebank","","","mn-t-b-a-nk","",""
"mounted","","","mn-td","",""
"mourn","","","m-o-n","",""
"mouth","","","m-a-u-th","",""
"movability","","","m-u-/-b","",""
"movable","","","m-u-/-b","",""
"move","","","m-u","",""
"movement","","","m-u-m","",""
"movie","","","m-u-e","",""
"movies","","","m-u-e-s","",""
"mower","","","m-o-r","",""
"mown","","","m-o-n","",""
"Mr.","","","m-r","",""
"Mr. Chairman","","","m-ch-mn","",""
"Mr. Speaker","","","m-r-s-p","",""
"Mrs.","","","m-r-s","",""
"much","","","m-ch","",""
"mucilage","","","m-u-s-l-j","",""
"mucilaginous","","","m-u-s-l-a-j","",""
"mud","","","m-u-d","",""
"muderess","","","m-e2-d-e2-r-e2-s","",""
"muderous","","","m-e2-d-e2-r-u-s","",""
"mulct","","","m-u-l-k","",""
"mule","","","m-e-u-l","",""
"mule ","","","m-u-l","",""
"mull","","","m-u-l","",""
"multifarious","","","m-u-/-f-a-r","",""
"multigraph","","","m-u-/-g","",""
"multimillionaire","","","m-u-/-m-e-l-n-a2","",""
"multiple","","","m-u-/-p-l","",""
"multiplicity","","","m-u-/-p-l-/-s","",""
"multitude","","","m-u-/-t-u","",""
"mumble","","","mn-b","",""
"mummer","","","mn-e2","",""
"mummification","","","mn-/-f","",""
"mummify","","","mn-f","",""
"mummy","","","mn-e","",""
"mumps","","","mn-p-s","",""
"Muncie","","","mn-s-e","",""
"mundane","","","mn-d-a-n","",""
"municipal","","","mn-e-s-p","",""
"munificent","","","m-u-n-f-e-s-nt","",""
"munition","","","m-u-n-sh","",""
"muriatic","","","m-u-r-/-a","",""
"murk","","","m-e-r-k","",""
"murkiness","","","m-e-r-k-e-n-e-s","",""
"muscadine","","","m-u-s-k-a-tn","",""
"muscle","","","m-u-s-l","",""
"muscular","","","m-u-s-k-l-r","",""
"museum","","","m-u-s-e-m","",""
"mush","","","m-sh","",""
"music","","","m-u-s-e-k","",""
"musical","","","m-u-s-/-k","",""
"musicale","","","m-u-s-e-k-a-l","",""
"muskmelon","","","m-u-s-k-m-e-l-n","",""
"mussel","","","m-u-s-l","",""
"must","","","m-s","",""
"must be","","","m-s-b","",""
"must have","","","m-s2-v","",""
"mutate","","","m-u-t-a","",""
"mute","","","m-e-u-t","",""
"mutilate","","","m-u-t-l-a","",""
"mutineer","","","m-u-tn-r","",""
"mutiny","","","m-u-tn-e","",""
"mutton","","","m-u-tn","",""
"mutual","","","m-u-t-l","",""
"muzzle","","","m-u-s-l","",""
"my","","","m-a","",""
"my dear madam","","","m-a-d-m","",""
"my dear sir","","","m-a-d-s","",""
"my friend","","","m-i-f","",""
"myopia","","","m-ia-p-ea","",""
"myself","","","m-as2","",""
"mysterious","","","m-e-s-t-r-u-s","",""
"mystery","","","m-e-s-t-r-e","",""
"mystic","","","m-/-s-t","",""
"mystical","","","m-/-s-t-l","",""
"mysticism","","","m-e-s-t-ss","",""
"mystificaton","","","m-e-s-t-/-f","",""
"mystify","","","m-e-s-df","",""
"myth","","","m-e-th","",""
"na??ve","","","n-i-v","",""
"nacre","","","n-a-k-r","",""
"nacreous","","","n-a-k-r-u-s","",""
"nail","","","n-a-l","",""
"nainsook","","","n-a-n-s-u-k","",""
"name","","","n-a","",""
"named","","","n-a-/-t","",""
"namely","","","n-a-e","",""
"names","","","n-a2-s","",""
"Nanking","","","n-a-nk-\-h","",""
"nano-","","","n-a-n-o","",""
"nap","","","n-a-p","",""
"Napoleon","","","n-a-p-o-l-e-n","",""
"narcosis","","","n-a-r-k-ss","",""
"narcotic","","","n-a-r-k-/-a","",""
"narrate","","","n-a-r-a","",""
"narrow","","","n-a-r-o","",""
"narrowest","","","n-a-r-o-s-t","",""
"narwhal","","","n-a-r-w-a-l","",""
"nasal","","","n-a-s-l","",""
"nasally","","","n-a-s-ye","",""
"nation","","","n-a-sh","",""
"national","","","n-a-sh-l","",""
"national defense","","","n-a-sh-df","",""
"national government","","","n-a-sh-g-v","",""
"nationalistic","","","n-a-sh-l-/-s-t","",""
"nationally","","","n-a-sh-ye","",""
"native","","","n-a-df","",""
"natural","","","n-a-t-l","",""
"naturally","","","n-a-t-r-ye","",""
"nature","","","n-a-t","",""
"naught","","","n-o-t","",""
"naughty","","","n-o-t-e","",""
"naval","","","n-a-v","",""
"navigate","","","n-a-v-g","",""
"navy","","","n-a-v-e","",""
"near","","","n-e2","",""
"nearer","","","n-e2-/-r","",""
"nearer than","","","n-e2-n","",""
"nearest","","","n-e2-/-s-t","",""
"nearly","","","n-e2-e2","",""
"nearsighted","","","n-e-r-s-i-td","",""
"neat","","","n-e-t","",""
"Nebraska","","","n-e","",""
"nebula","","","n-e-b-l-a","",""
"necessarily","","","n-e-ss-e","",""
"necessary","","","n-e-ss","",""
"necessity","","","n-e-ss-t","",""
"neck","","","n-e-k","",""
"neckerchief","","","n-e-k-r-ch","",""
"necropolis","","","n-e-k-r-p","",""
"need","","","n-e-d","",""
"needed","","","n-e-td","",""
"needle","","","n-e-d-l","",""
"needless","","","n-e-d-l","",""
"needs","","","n-e-d-s","",""
"nefarious","","","n-e-f-a-r","",""
"negate","","","n-e-g","",""
"negative","","","n-e-g-df","",""
"neglect","","","n-e-g","",""
"neglectful","","","n-e-g-/-f","",""
"negligence","","","n-e-g-j","",""
"negligent","","","n-e-g-jnt","",""
"negotiate","","","n-e-g-o-sh","",""
"negotiation","","","n-e-g-o-sh","",""
"negotiation ","","","n-o-sh","",""
"negotiations","","","n-e-g-o-sh-s","",""
"neighbor","","","n-a-b-r","",""
"neighborhood","","","n-a-b-r-/-d","",""
"neighbors","","","n-a-b-r-s","",""
"neither","","","n-e-th","",""
"neolithic","","","n-e-o-l-e-th","",""
"nepenthe","","","n-e-p-n-th-e","",""
"nerve","","","n-e-v","",""
"nerveless","","","n-e-v-l","",""
"nervous","","","n-e-v-u-s","",""
"nescient","","","n-e-sh-t","",""
"net","","","n-e-t","",""
"nether","","","n-e-th","",""
"Netherlands","","","n-e-th-l-a-nt-s","",""
"network","","","n-e-t-r-k","",""
"neurasthenia","","","n-u-r-a-s-th-e-n-ea","",""
"neurosis","","","n-u-r-ss","",""
"neurotic","","","n-u-r-/-a","",""
"neutrally","","","n-u-t-r-ya","",""
"Nevada","","","n-e-v","",""
"Nevada ","","","n-v","",""
"never","","","n-v","",""
"nevermore","","","n-v-m","",""
"nevertheless","","","n-v-l","",""
"new","","","n-u","",""
"New Albany","","","n-o-b-n-e","",""
"New Bedford","","","n-b-d-f-d","",""
"New Bern","","","n-b-e-n","",""
"New Britain","","","n-b-r-e-tn","",""
"New Brunswick","","","n-<-b","",""
"New Hampshire","","","n-\-h","",""
"New Haven","","","n-^-h-\-a-v-n","",""
"New Jersey","","","n-<-j","",""
"New London","","","n-l-nt","",""
"New Mexico","","","n-/-m","",""
"New Orleans","","","n-o-l-e-n-s","",""
"new year","","","n-u-r","",""
"New York","","","n-o-k","",""
"New York ","","","n-i","",""
"New Zealand","","","n-<-s","",""
"Newark","","","n-u-r-k","",""
"newer","","","n-u-r","",""
"newest","","","n-u-s-t","",""
"Newfoundland","","","n-<-f","",""
"newly","","","n-u-e","",""
"newspaper","","","n-s-p","",""
"next","","","n-e-s","",""
"nibble","","","n-e-b","",""
"Nicaragua","","","n-e-k-r","",""
"nice","","","n-i-s","",""
"nicer","","","n-i-s-e-r","",""
"nicest","","","n-i-s-e-s","",""
"nickel","","","n-e-k-l","",""
"nickeliferous","","","n-e-k-l-e-f","",""
